DB00176	DB00767
DB00264	DB00477
DB00073	DB00594
DB06203	DB09123
DB00498	DB01175
DB00321	DB06714
DB00615	DB01058
DB00872	DB01036
DB00065	DB00384
DB01181	DB06643
DB00537	DB01029
DB00679	DB04871
DB00569	DB06730
DB00176	DB00204
DB00104	DB00679
DB00091	DB01042
DB00635	DB01174
DB00214	DB01288
DB00211	DB00935
DB01037	DB01239
DB01173	DB01595
DB01104	DB06808
DB00196	DB00337
DB01238	DB08883
DB00738	DB00752
DB00013	DB00573
DB00887	DB01306
DB00177	DB01600
DB00864	DB01609
DB00872	DB08932
DB00708	DB06274
DB00366	DB00909
DB01614	DB06697
DB00687	DB01124
DB00199	DB00280
DB00470	DB01591
DB00208	DB00472
DB00605	DB00790
DB00608	DB01575
DB01045	DB09279
DB00186	DB09128
DB00083	DB00321
DB00754	DB01418
DB00490	DB00648
DB00381	DB04884
DB02703	DB09073
DB01026	DB06702
DB00309	DB01097
DB00346	DB00612
DB00181	DB01081
DB00697	DB00806
DB00844	DB09072
DB01023	DB01320
DB00700	DB00806
DB00603	DB01251
DB00191	DB00904
DB00823	DB01323
DB00924	DB01063
DB06228	DB06605
DB00091	DB06710
DB00542	DB09220
DB00181	DB00395
DB00384	DB08822
DB00227	DB01377
DB01263	DB04884
DB00201	DB05812
DB00957	DB01251
DB01009	DB06779
DB01202	DB06204
DB09065	DB09128
DB01560	DB01623
DB00420	DB06723
DB00182	DB00679
DB00014	DB01169
DB00072	DB05679
DB00169	DB00277
DB00571	DB01119
DB00248	DB00952
DB00624	DB00682
DB00273	DB00502
DB00802	DB04831
DB00831	DB04924
DB00734	DB00966
DB00749	DB09214
DB01232	DB01320
DB00559	DB09291
DB00264	DB09220
DB00860	DB00930
DB00181	DB00972
DB00877	DB00881
DB04855	DB09049
DB00401	DB01026
DB00715	DB01614
DB00193	DB00696
DB00295	DB00765
DB00909	DB00972
DB00182	DB01390
DB00069	DB00363
DB00307	DB01590
DB00224	DB00530
DB00497	DB01403
DB01306	DB01403
DB00395	DB06204
DB00448	DB06817
DB00494	DB08883
DB00582	DB01002
DB00401	DB00862
DB00582	DB00877
DB00611	DB00899
DB00976	DB09034
DB01097	DB01380
DB00169	DB01238
DB00715	DB08907
DB00674	DB03128
DB00967	DB09280
DB01156	DB01168
DB01427	DB06724
DB01218	DB06792
DB00433	DB01175
DB00854	DB05271
DB01364	DB06767
DB00707	DB00759
DB00621	DB01015
DB01030	DB09039
DB01041	DB06690
DB00449	DB00938
DB00381	DB06290
DB01017	DB01602
DB00684	DB01150
DB00674	DB01624
DB00648	DB05676
DB00765	DB01463
DB00898	DB06204
DB00366	DB00408
DB01280	DB04817
DB00091	DB09279
DB00700	DB08933
DB00748	DB00895
DB00955	DB00991
DB00673	DB06212
DB06626	DB08820
DB00503	DB01072
DB05239	DB09054
DB00072	DB00531
DB00761	DB00986
DB00378	DB08867
DB00974	DB08918
DB00254	DB00713
DB00412	DB00613
DB00486	DB06216
DB00829	DB01323
DB00238	DB00252
DB00615	DB00956
DB00945	DB01021
DB00220	DB06626
DB00196	DB00731
DB01120	DB09128
DB00396	DB06271
DB00468	DB01323
DB00675	DB00705
DB00934	DB01618
DB00305	DB00661
DB00573	DB01172
DB00780	DB08893
DB01095	DB06723
DB00220	DB09039
DB00934	DB08883
DB01173	DB01236
DB00559	DB01023
DB01210	DB08877
DB01200	DB09048
DB01050	DB01203
DB00246	DB00268
DB00266	DB09320
DB01583	DB11354
DB00206	DB00865
DB01201	DB01353
DB00715	DB00972
DB01220	DB09102
DB04861	DB06218
DB00440	DB09268
DB00708	DB01614
DB00586	DB00687
DB00726	DB01403
DB00083	DB00496
DB00582	DB01198
DB00390	DB00798
DB00615	DB00688
DB01238	DB04871
DB00794	DB06589
DB00190	DB00408
DB00503	DB01062
DB00715	DB06282
DB01556	DB06413
DB00222	DB00695
DB01120	DB02901
DB01201	DB06605
DB00195	DB00794
DB01026	DB09279
DB00266	DB06695
DB00808	DB01143
DB01124	DB09009
DB00582	DB05109
DB00014	DB08864
DB00042	DB06153
DB00193	DB06767
DB00898	DB05246
DB00708	DB06201
DB00270	DB01355
DB00458	DB00672
DB00199	DB01190
DB00470	DB01062
DB00872	DB01167
DB00344	DB00387
DB00924	DB09034
DB00956	DB01589
DB00007	DB00834
DB00346	DB01136
DB00328	DB00569
DB00182	DB00258
DB00159	DB06684
DB00458	DB01409
DB00784	DB06696
DB00834	DB08867
DB00263	DB01306
DB09065	DB09143
DB04861	DB08877
DB01033	DB06688
DB00450	DB00831
DB00661	DB01158
DB00623	DB01151
DB00332	DB00433
DB00398	DB08895
DB00559	DB09118
DB00211	DB00486
DB00752	DB01233
DB00363	DB01041
DB00366	DB00697
DB00476	DB00590
DB00333	DB00470
DB00295	DB00661
DB00402	DB00715
DB00906	DB06273
DB00767	DB04871
DB00656	DB01232
DB00317	DB01418
DB00682	DB01033
DB00569	DB09070
DB00484	DB01219
DB01045	DB09143
DB00182	DB06704
DB00813	DB02703
DB01115	DB09048
DB00980	DB01173
DB00488	DB04817
DB00748	DB09034
DB00187	DB01193
DB01033	DB06643
DB01175	DB04842
DB05239	DB09073
DB01259	DB08933
DB00108	DB00290
DB00601	DB00898
DB00898	DB09555
DB00321	DB06290
DB01026	DB08870
DB04865	DB08813
DB00500	DB00864
DB00956	DB01232
DB00418	DB06204
DB00007	DB00321
DB00215	DB01623
DB01100	DB08873
DB00850	DB09271
DB01593	DB06824
DB00035	DB01418
DB00015	DB08976
DB00903	DB01114
DB00672	DB01015
DB00986	DB08893
DB08899	DB09123
DB00997	DB01174
DB00373	DB00816
DB00707	DB00861
DB00626	DB00803
DB00121	DB01604
DB00681	DB09547
DB00413	DB00802
DB00472	DB00715
DB00224	DB01198
DB00414	DB01169
DB00215	DB09042
DB00648	DB01026
DB00150	DB09068
DB00734	DB08918
DB00470	DB00841
DB00318	DB00774
DB00402	DB08883
DB01251	DB01380
DB00391	DB09104
DB00418	DB00450
DB00588	DB00932
DB00682	DB01357
DB00245	DB01278
DB00584	DB00993
DB00182	DB00871
DB00586	DB00673
DB00065	DB00654
DB00752	DB00961
DB00501	DB09128
DB00309	DB08895
DB00559	DB01101
DB00470	DB09034
DB00163	DB01418
DB00661	DB09079
DB00672	DB00880
DB03619	DB06822
DB01110	DB01320
DB00872	DB06273
DB00363	DB00877
DB01259	DB06480
DB00524	DB00899
DB00250	DB00440
DB00222	DB00252
DB00231	DB00898
DB00798	DB01009
DB00227	DB09073
DB01394	DB04908
DB00460	DB01009
DB00734	DB06148
DB06779	DB08813
DB00476	DB08941
DB00021	DB01224
DB00454	DB00780
DB01030	DB06688
DB00564	DB00972
DB00397	DB00961
DB01320	DB01327
DB00030	DB06655
DB00224	DB09053
DB00312	DB09077
DB00333	DB00758
DB06210	DB06724
DB00934	DB04842
DB00307	DB00490
DB00482	DB04865
DB00776	DB08934
DB00204	DB06717
DB00502	DB00673
DB00790	DB08813
DB00603	DB01355
DB00346	DB01167
DB00605	DB09214
DB00450	DB08883
DB00599	DB01621
DB00540	DB00908
DB00411	DB00960
DB01045	DB08815
DB00215	DB01100
DB01276	DB05278
DB00877	DB08912
DB00199	DB00277
DB00641	DB06723
DB00423	DB00653
DB00972	DB01021
DB05773	DB09073
DB09080	DB09273
DB00704	DB00708
DB00656	DB01601
DB00501	DB00715
DB01234	DB01398
DB00470	DB01224
DB00682	DB00930
DB00404	DB08883
DB00182	DB06282
DB00363	DB04871
DB00834	DB01398
DB00997	DB01268
DB00009	DB06441
DB00207	DB06695
DB01126	DB01232
DB09083	DB09330
DB00191	DB00316
DB00211	DB01367
DB00436	DB01307
DB00273	DB09076
DB00415	DB00563
DB00476	DB04842
DB00557	DB00934
DB00622	DB09128
DB00802	DB06290
DB00675	DB06717
DB00030	DB00668
DB00999	DB10675
DB00257	DB00697
DB00277	DB08820
DB00216	DB00767
DB00374	DB00903
DB00470	DB00477
DB00199	DB00715
DB01232	DB09034
DB01098	DB09055
DB01109	DB06715
DB00608	DB06792
DB00275	DB00374
DB01023	DB06717
DB01118	DB09256
DB06218	DB06761
DB00201	DB00996
DB00214	DB00675
DB00988	DB01064
DB00668	DB09009
DB00254	DB00460
DB00604	DB09083
DB00605	DB01032
DB00672	DB06287
DB01017	DB01219
DB00213	DB00472
DB00909	DB01398
DB00241	DB01244
DB00865	DB09042
DB00420	DB06603
DB00237	DB00557
DB00881	DB09282
DB00408	DB00471
DB01232	DB08916
DB00921	DB05246
DB00387	DB00875
DB00977	DB04876
DB00472	DB01320
DB00333	DB02703
DB00073	DB06688
DB00586	DB09053
DB01008	DB01320
DB08865	DB09049
DB01244	DB11110
DB00072	DB00959
DB01394	DB08881
DB00186	DB06153
DB00321	DB04924
DB00561	DB01193
DB00521	DB00989
DB00201	DB00972
DB06717	DB09118
DB00180	DB00307
DB00312	DB01021
DB01233	DB01356
DB00622	DB01166
DB00390	DB00677
DB00594	DB00611
DB00630	DB00945
DB00601	DB01356
DB00215	DB00261
DB00657	DB00862
DB00285	DB11249
DB00201	DB00474
DB00391	DB01176
DB00996	DB01397
DB06273	DB06589
DB08911	DB08912
DB00662	DB00898
DB00418	DB00887
DB00557	DB01320
DB00728	DB00753
DB00991	DB06779
DB00184	DB01045
DB00275	DB00930
DB00450	DB00906
DB00224	DB08873
DB00470	DB01026
DB01201	DB05676
DB00540	DB05812
DB00618	DB00707
DB00434	DB09034
DB00295	DB11181
DB00458	DB01239
DB00682	DB01022
DB00176	DB00264
DB00475	DB09271
DB00295	DB00543
DB01074	DB06207
DB00619	DB08873
DB00159	DB00374
DB00991	DB03615
DB00724	DB06688
DB00761	DB01623
DB00794	DB00964
DB00285	DB06717
DB00312	DB00492
DB00218	DB00900
DB00653	DB00829
DB00831	DB01377
DB00841	DB01365
DB00555	DB00615
DB00371	DB00425
DB00489	DB00975
DB00072	DB00620
DB00682	DB08918
DB00731	DB00872
DB00980	DB01026
DB01098	DB01377
DB00343	DB01320
DB00684	DB01147
DB00047	DB05278
DB00176	DB00420
DB04865	DB06605
DB00862	DB08931
DB09075	DB11133
DB00752	DB01278
DB00311	DB00921
DB00834	DB01242
DB00083	DB00804
DB00865	DB01254
DB00479	DB00712
DB00989	DB01267
DB01017	DB04946
DB00013	DB06684
DB00065	DB00896
DB00222	DB04574
DB00220	DB01219
DB00063	DB00974
DB00794	DB00880
DB00935	DB00983
DB00863	DB01120
DB00945	DB08813
DB00549	DB01238
DB01068	DB01320
DB00454	DB00819
DB00802	DB06274
DB00214	DB01009
DB00564	DB00783
DB00081	DB06605
DB00374	DB00436
DB00333	DB00450
DB00598	DB09009
DB00907	DB02703
DB00470	DB01041
DB00366	DB04953
DB00083	DB00768
DB00593	DB09048
DB00203	DB09036
DB00317	DB00559
DB01406	DB04908
DB00358	DB00468
DB00972	DB04953
DB01233	DB06684
DB00175	DB09055
DB01356	DB09477
DB00503	DB01124
DB01076	DB08827
DB00035	DB00573
DB00381	DB01609
DB00007	DB00414
DB00571	DB08880
DB01264	DB09063
DB00734	DB00796
DB00258	DB06824
DB00684	DB00749
DB01409	DB09271
DB00501	DB00802
DB00206	DB01392
DB00266	DB09030
DB00104	DB01124
DB00564	DB06697
DB00991	DB09211
DB00470	DB04855
DB00830	DB01291
DB00864	DB01137
DB00476	DB00489
DB00214	DB08976
DB00232	DB01353
DB00382	DB01176
DB00414	DB01203
DB00213	DB09280
DB00030	DB00687
DB00170	DB09222
DB00318	DB06603
DB00300	DB00718
DB00703	DB06824
DB00186	DB01551
DB08815	DB08899
DB00382	DB00411
DB00708	DB09073
DB00083	DB01036
DB00215	DB00539
DB00653	DB08815
DB01115	DB01392
DB00502	DB00761
DB00264	DB06218
DB00121	DB09268
DB08930	DB09104
DB00993	DB01656
DB00912	DB01016
DB01076	DB01167
DB00875	DB01253
DB01609	DB09073
DB00281	DB00750
DB00557	DB00747
DB00266	DB01276
DB00780	DB01037
DB00497	DB00819
DB06636	DB09036
DB00232	DB00476
DB01190	DB09268
DB00717	DB09046
DB00465	DB00569
DB00413	DB00726
DB00186	DB00277
DB00320	DB00904
DB00455	DB01409
DB01119	DB08914
DB00975	DB01418
DB01323	DB08815
DB00382	DB01267
DB01026	DB01390
DB01309	DB08907
DB06287	DB08895
DB00237	DB01242
DB00332	DB00391
DB00907	DB06711
DB00270	DB00476
DB00738	DB01309
DB01149	DB01238
DB01165	DB09267
DB00780	DB01307
DB01151	DB01403
DB01049	DB01614
DB00573	DB00955
DB00205	DB06697
DB01398	DB06209
DB00997	DB01656
DB00030	DB04868
DB00425	DB01189
DB00404	DB04908
DB00108	DB01177
DB00425	DB02703
DB01100	DB09083
DB01024	DB01432
DB01037	DB06204
DB09046	DB09564
DB00349	DB01017
DB00248	DB01614
DB01440	DB06204
DB00539	DB01418
DB00906	DB06201
DB00344	DB00816
DB00468	DB00648
DB00086	DB06441
DB00214	DB01015
DB00284	DB00624
DB00423	DB08992
DB00444	DB00673
DB00159	DB00788
DB06715	DB09026
DB00806	DB08918
DB00918	DB01264
DB00862	DB02703
DB00013	DB08813
DB00293	DB00650
DB00176	DB00977
DB00041	DB00584
DB00601	DB00679
DB00006	DB00569
DB00243	DB04905
DB00843	DB00975
DB00367	DB00615
DB01016	DB01395
DB01609	DB05239
DB01074	DB01377
DB00333	DB00425
DB01623	DB06148
DB00615	DB05294
DB00686	DB00945
DB00975	DB04861
DB00176	DB04946
DB00864	DB06372
DB00311	DB00454
DB00047	DB00414
DB00182	DB00470
DB01200	DB06791
DB00661	DB00997
DB00363	DB01211
DB01017	DB09128
DB00465	DB01275
DB00722	DB08907
DB00682	DB00739
DB00908	DB00909
DB01254	DB05521
DB00816	DB00999
DB00009	DB09075
DB00762	DB01264
DB00540	DB00834
DB00903	DB01124
DB00199	DB01120
DB00280	DB01307
DB00254	DB06723
DB00030	DB00351
DB01167	DB06237
DB00373	DB09242
DB00353	DB01263
DB01268	DB08899
DB04953	DB09072
DB00215	DB01320
DB00243	DB00734
DB01032	DB04570
DB00864	DB01196
DB04905	DB06616
DB00310	DB00844
DB00082	DB00834
DB00732	DB00989
DB06643	DB08904
DB00425	DB06283
DB00988	DB05039
DB00691	DB00834
DB01026	DB08873
DB00007	DB01182
DB00269	DB01037
DB00813	DB08933
DB00794	DB01136
DB00734	DB09076
DB00289	DB06704
DB00400	DB00682
DB06209	DB09065
DB00790	DB01397
DB02701	DB08860
DB00976	DB08860
DB01264	DB06273
DB06273	DB08815
DB05266	DB08931
DB00207	DB01590
DB00374	DB00925
DB06824	DB09104
DB00903	DB01251
DB00202	DB01627
DB01176	DB09034
DB00780	DB01171
DB00474	DB01210
DB00014	DB06203
DB00175	DB00220
DB00450	DB09290
DB00366	DB00652
DB00031	DB08976
DB00268	DB00813
DB00582	DB00700
DB01049	DB09073
DB00476	DB08794
DB00285	DB06695
DB00615	DB01117
DB00783	DB09036
DB01263	DB06209
DB00404	DB01254
DB01100	DB06589
DB00413	DB01621
DB01590	DB08914
DB01233	DB01242
DB00224	DB06290
DB00717	DB08883
DB01115	DB01235
DB00015	DB00946
DB00468	DB09294
DB00860	DB01072
DB00215	DB00450
DB00622	DB01339
DB00962	DB08883
DB00046	DB00414
DB00673	DB09401
DB01072	DB06636
DB00321	DB00334
DB00335	DB00794
DB00388	DB09288
DB00656	DB01104
DB00741	DB08882
DB01049	DB01178
DB00238	DB09036
DB08933	DB09053
DB00864	DB06480
DB00266	DB01240
DB00285	DB01233
DB00601	DB00708
DB00501	DB01026
DB09036	DB09065
DB00668	DB01307
DB00661	DB09220
DB00606	DB00708
DB00054	DB01357
DB00976	DB09054
DB01005	DB01097
DB00498	DB00861
DB00598	DB00871
DB00333	DB01595
DB00873	DB09063
DB00996	DB01173
DB00991	DB11133
DB00047	DB01016
DB00865	DB09036
DB01364	DB06711
DB00601	DB00850
DB00541	DB08893
DB00224	DB00603
DB00181	DB00470
DB00180	DB05521
DB00072	DB00755
DB00932	DB01118
DB00726	DB02703
DB01098	DB09102
DB00490	DB09241
DB04896	DB09053
DB01244	DB01264
DB04843	DB04924
DB01082	DB01605
DB00136	DB09547
DB00321	DB01355
DB00628	DB01319
DB05812	DB06616
DB00748	DB08883
DB00338	DB00720
DB00312	DB00972
DB00220	DB04908
DB00268	DB00768
DB00073	DB01136
DB01050	DB11133
DB00788	DB11133
DB00220	DB00641
DB00635	DB09220
DB00248	DB06144
DB00177	DB00187
DB00401	DB00794
DB00277	DB00470
DB01623	DB04839
DB01656	DB06674
DB00867	DB06704
DB06825	DB08914
DB04868	DB06605
DB00188	DB00553
DB00136	DB09054
DB00243	DB08933
DB01114	DB04924
DB01173	DB09072
DB00440	DB01609
DB00598	DB00668
DB00177	DB00484
DB00285	DB01296
DB00443	DB02901
DB00277	DB01365
DB00503	DB00570
DB00834	DB00872
DB00512	DB00788
DB00427	DB00486
DB01072	DB01609
DB00344	DB00420
DB00788	DB01356
DB00823	DB06779
DB00972	DB01075
DB00109	DB01072
DB00956	DB01076
DB00669	DB00889
DB01020	DB01235
DB01587	DB09072
DB00351	DB04272
DB00421	DB00854
DB00301	DB01032
DB00541	DB01149
DB00390	DB01087
DB00559	DB01219
DB00454	DB00695
DB00623	DB01021
DB00188	DB01264
DB00661	DB09282
DB00672	DB01151
DB00767	DB01233
DB00295	DB00376
DB00570	DB08820
DB00921	DB01267
DB04855	DB04861
DB06441	DB06779
DB00250	DB06706
DB00420	DB00503
DB00211	DB00907
DB01224	DB01323
DB00042	DB00450
DB00321	DB00834
DB00367	DB01225
DB00615	DB01232
DB01248	DB06643
DB00294	DB08882
DB01232	DB09079
DB00470	DB01198
DB00734	DB00903
DB04817	DB06772
DB00414	DB05278
DB00657	DB00672
DB00040	DB01623
DB01017	DB08883
DB01026	DB06605
DB00681	DB00994
DB00425	DB01045
DB00202	DB00468
DB00731	DB01306
DB00112	DB00445
DB00178	DB00422
DB00674	DB00767
DB00564	DB09061
DB00030	DB00284
DB00193	DB00557
DB00529	DB00787
DB00196	DB08439
DB00009	DB00991
DB00924	DB01168
DB00307	DB08896
DB01218	DB09054
DB00741	DB06688
DB00606	DB00899
DB01208	DB06663
DB00544	DB01097
DB00985	DB09034
DB00613	DB00625
DB00263	DB01023
DB00924	DB01100
DB00246	DB01049
DB00252	DB09054
DB06695	DB09104
DB00159	DB00443
DB00545	DB03128
DB00822	DB01418
DB00175	DB00615
DB00686	DB09030
DB00563	DB01397
DB00972	DB01236
DB00440	DB01309
DB00502	DB00908
DB00275	DB00346
DB00334	DB04871
DB00334	DB06148
DB00603	DB05521
DB00191	DB00368
DB00515	DB01172
DB00559	DB01254
DB00961	DB01577
DB00047	DB00959
DB00312	DB01197
DB00393	DB08935
DB00307	DB00370
DB00465	DB06228
DB00872	DB05773
DB00176	DB08824
DB00196	DB00829
DB01211	DB06207
DB00331	DB01203
DB00593	DB06148
DB00408	DB00484
DB01247	DB09271
DB00208	DB00648
DB00063	DB01418
DB01041	DB09300
DB00804	DB06148
DB01224	DB09065
DB00557	DB01353
DB00199	DB00381
DB00708	DB01247
DB00924	DB01267
DB00484	DB00906
DB00806	DB01165
DB00601	DB00875
DB00252	DB00586
DB00341	DB00387
DB00679	DB09291
DB00191	DB00875
DB01124	DB01319
DB00021	DB00543
DB00543	DB00904
DB00624	DB01067
DB01600	DB04272
DB01609	DB06786
DB00275	DB01354
DB01045	DB05676
DB01267	DB01309
DB00186	DB00765
DB09039	DB09291
DB00270	DB01174
DB00619	DB06335
DB00083	DB00967
DB00682	DB00903
DB00875	DB08883
DB00975	DB01225
DB00682	DB01083
DB01211	DB08881
DB00798	DB00991
DB00222	DB01016
DB00177	DB00494
DB00482	DB09280
DB00104	DB00204
DB00216	DB01254
DB00346	DB00590
DB00310	DB00752
DB00273	DB11181
DB01357	DB06404
DB06626	DB09118
DB00502	DB00674
DB00648	DB00908
DB00356	DB01017
DB00440	DB01340
DB00214	DB00790
DB00390	DB10675
DB00780	DB09076
DB06204	DB09072
DB01235	DB01320
DB01050	DB01395
DB00333	DB01589
DB00661	DB06228
DB00653	DB00897
DB00976	DB08881
DB00269	DB08912
DB00524	DB00854
DB01320	DB05294
DB00622	DB08916
DB00458	DB00557
DB00181	DB01192
DB00468	DB06723
DB00450	DB00593
DB00734	DB01251
DB00768	DB09271
DB00834	DB00912
DB00343	DB06237
DB01174	DB05294
DB00193	DB08883
DB00374	DB00519
DB01173	DB01624
DB00220	DB08873
DB00468	DB00489
DB00165	DB01353
DB01075	DB09272
DB00345	DB08880
DB00834	DB01166
DB00222	DB00741
DB00554	DB00994
DB00950	DB09104
DB04946	DB09054
DB00360	DB01235
DB00484	DB01192
DB01030	DB01264
DB01264	DB09166
DB00204	DB01166
DB00374	DB00887
DB00423	DB06201
DB00328	DB08794
DB01418	DB01607
DB00661	DB08931
DB00310	DB00657
DB00331	DB00715
DB00476	DB06695
DB01070	DB01164
DB00315	DB01614
DB00474	DB00582
DB05521	DB09073
DB00177	DB00661
DB00601	DB00668
DB00277	DB00783
DB00989	DB01136
DB00252	DB00358
DB00613	DB01217
DB00457	DB00961
DB00802	DB08883
DB00275	DB01109
DB00384	DB00749
DB00222	DB09123
DB00323	DB00921
DB00409	DB00422
DB00332	DB01224
DB00440	DB00876
DB00031	DB00500
DB01418	DB02901
DB00325	DB08935
DB00374	DB04574
DB00752	DB09241
DB06589	DB06717
DB00176	DB00898
DB00996	DB01403
DB00224	DB00700
DB00455	DB00972
DB06271	DB08816
DB00477	DB01579
DB01016	DB01268
DB00775	DB00932
DB00967	DB09076
DB00761	DB00972
DB00176	DB01356
DB00915	DB00986
DB01101	DB01656
DB00178	DB00537
DB00520	DB00864
DB00203	DB00346
DB00444	DB08820
DB00413	DB01080
DB00697	DB06218
DB00543	DB00767
DB00749	DB06228
DB00273	DB00752
DB00540	DB00831
DB00642	DB08895
DB00163	DB00814
DB00595	DB09407
DB00828	DB09268
DB00030	DB00672
DB00484	DB04953
DB00007	DB00889
DB00864	DB09049
DB00252	DB01076
DB00196	DB00906
DB00295	DB00924
DB00637	DB01026
DB00734	DB00834
DB00673	DB09053
DB00490	DB00623
DB01225	DB06228
DB00813	DB01323
DB00047	DB01132
DB01236	DB09117
DB00363	DB06204
DB00359	DB01306
DB00752	DB06706
DB00208	DB00458
DB00861	DB08935
DB00780	DB01021
DB00381	DB01254
DB00883	DB01609
DB06145	DB09118
DB06207	DB08893
DB00263	DB00549
DB01248	DB04817
DB00321	DB00387
DB00332	DB00455
DB00257	DB08827
DB00661	DB01264
DB00794	DB09039
DB00390	DB00872
DB00910	DB08873
DB00715	DB05246
DB00780	DB01214
DB00615	DB01238
DB01020	DB06290
DB00237	DB00370
DB00688	DB06643
DB00086	DB09075
DB00687	DB00834
DB00476	DB00883
DB00041	DB00264
DB00176	DB00601
DB01288	DB01577
DB00350	DB01235
DB00188	DB04839
DB00163	DB09053
DB01072	DB08882
DB01076	DB04905
DB01124	DB01208
DB00813	DB00898
DB00314	DB01172
DB00541	DB01609
DB00350	DB00752
DB00333	DB08905
DB00366	DB00575
DB00390	DB06636
DB01203	DB08976
DB00717	DB01201
DB00482	DB00945
DB00717	DB00912
DB00615	DB00648
DB00672	DB08912
DB00470	DB01267
DB01255	DB01618
DB00390	DB00859
DB00072	DB06589
DB00440	DB00796
DB00648	DB01036
DB00813	DB01623
DB09063	DB09083
DB00224	DB09049
DB00715	DB04908
DB00278	DB09070
DB00523	DB09054
DB00736	DB01576
DB00723	DB06701
DB00248	DB00933
DB00834	DB05773
DB01143	DB09242
DB00208	DB01149
DB00691	DB00752
DB00615	DB00717
DB00450	DB00754
DB00418	DB00700
DB00500	DB00955
DB04924	DB09555
DB06216	DB09072
DB01244	DB01397
DB00502	DB06290
DB00499	DB01609
DB00872	DB00906
DB00220	DB08827
DB00445	DB06688
DB00970	DB06688
DB00243	DB09079
DB00273	DB05271
DB00408	DB00843
DB00250	DB00615
DB00358	DB01080
DB00668	DB00935
DB00706	DB09048
DB01129	DB08864
DB00484	DB06153
DB00736	DB01066
DB00331	DB09123
DB01016	DB01309
DB00752	DB09026
DB00921	DB01106
DB06204	DB09071
DB00760	DB01032
DB00414	DB00440
DB00575	DB09083
DB01238	DB01251
DB00230	DB00268
DB00864	DB06813
DB01076	DB01319
DB00604	DB03880
DB00790	DB01050
DB00503	DB01601
DB00864	DB01005
DB00216	DB00582
DB01203	DB01600
DB00176	DB00316
DB00502	DB09068
DB00598	DB00989
DB00193	DB01618
DB00182	DB00327
DB00202	DB00989
DB00605	DB06695
DB01241	DB06817
DB01323	DB09083
DB00091	DB01115
DB00924	DB09117
DB06808	DB09068
DB00333	DB01614
DB00323	DB01168
DB00193	DB00349
DB01390	DB01560
DB01193	DB08868
DB01193	DB01355
DB00041	DB00519
DB00484	DB01558
DB00041	DB01197
DB00974	DB00977
DB00195	DB01182
DB00366	DB01068
DB01124	DB06717
DB00571	DB00734
DB00930	DB08880
DB01406	DB06410
DB04897	DB06218
DB06288	DB06700
DB01309	DB01403
DB01124	DB09128
DB00497	DB01211
DB06212	DB06717
DB00436	DB01355
DB00575	DB01158
DB00938	DB00976
DB00215	DB00379
DB00834	DB09078
DB00672	DB01268
DB00622	DB00734
DB00482	DB09026
DB00521	DB00780
DB01418	DB04272
DB01068	DB01223
DB00823	DB09057
DB00921	DB00934
DB00612	DB00961
DB06290	DB08899
DB00571	DB00715
DB00883	DB09112
DB01339	DB01627
DB00425	DB01167
DB00180	DB06290
DB00607	DB01032
DB00582	DB09063
DB00026	DB00337
DB00762	DB00864
DB01201	DB08870
DB01251	DB05278
DB00104	DB00912
DB00366	DB05246
DB00530	DB01149
DB00813	DB09063
DB00091	DB09545
DB00213	DB01263
DB00343	DB00708
DB01294	DB04272
DB00054	DB00975
DB00390	DB00999
DB00612	DB09083
DB00861	DB01014
DB01323	DB09570
DB00620	DB00681
DB00273	DB00450
DB00924	DB01623
DB00771	DB02703
DB00224	DB00683
DB00041	DB00232
DB00202	DB00382
DB00252	DB00930
DB00409	DB00454
DB01212	DB01418
DB06605	DB09068
DB00163	DB00476
DB00497	DB01367
DB00945	DB09068
DB00468	DB06207
DB00452	DB01339
DB00521	DB01354
DB00015	DB00775
DB00277	DB00690
DB00945	DB01340
DB01076	DB09027
DB00615	DB00860
DB00946	DB08935
DB01340	DB06196
DB00961	DB01193
DB01018	DB01203
DB01169	DB04876
DB01036	DB09063
DB00364	DB01208
DB00046	DB06203
DB00794	DB08899
DB00862	DB00872
DB00120	DB08895
DB00073	DB00881
DB00950	DB06204
DB00206	DB00734
DB00266	DB00784
DB00396	DB01030
DB00586	DB00991
DB00121	DB00930
DB00266	DB00569
DB06282	DB08897
DB00451	DB09146
DB01095	DB06817
DB00409	DB01168
DB01124	DB01403
DB00363	DB01030
DB01063	DB01247
DB00497	DB05521
DB00679	DB04861
DB04843	DB08893
DB00523	DB06717
DB00503	DB00910
DB00850	DB08883
DB00203	DB01201
DB01418	DB09280
DB00182	DB01624
DB00593	DB00834
DB00007	DB09038
DB00872	DB00883
DB00237	DB00823
DB00215	DB00540
DB00994	DB09060
DB00595	DB00930
DB00906	DB09072
DB00650	DB08898
DB00323	DB11124
DB06414	DB06616
DB00277	DB01558
DB01398	DB09068
DB00359	DB09268
DB00750	DB09112
DB00187	DB01182
DB06237	DB09242
DB00199	DB06605
DB00672	DB00726
DB01591	DB09118
DB06799	DB09104
DB00213	DB00622
DB00422	DB00601
DB00479	DB01150
DB00370	DB04908
DB00588	DB01203
DB00344	DB01175
DB06589	DB09053
DB00268	DB00628
DB01016	DB06335
DB00543	DB01560
DB00508	DB01168
DB00752	DB01267
DB00421	DB00732
DB00682	DB06730
DB00258	DB00653
DB00086	DB01104
DB00656	DB09068
DB00704	DB00956
DB00273	DB00679
DB00625	DB00898
DB00932	DB01167
DB01167	DB09026
