drug_code,drug_name,side_effect_code,side_effect_name
CID000003325,Famotidine,C0007273,Carotid Artery Disease
CID000003325,Famotidine,C0038941,Postoperative Wound Infection
CID000003325,Famotidine,C0520863,Diastolic Dysfunction
CID000003325,Famotidine,C1096132,Csf Monocyte Count Decreased
CID000003325,Famotidine,C0344720,Left Atrial Dilatation
CID000003325,Famotidine,C0855964,Angiogram
CID000003325,Famotidine,C0877425,Pancreatic Mass
CID000003325,Famotidine,C0855618,Alanine Aminotransferase
CID000003325,Famotidine,C0423729,Painful Respiration
CID000003325,Famotidine,C1456868,Diabetic Foot
CID000003325,Famotidine,C0853759,Blood Potassium
CID000003325,Famotidine,C0238217,Kidney Transplant Rejection
CID000003325,Famotidine,C0854101,Urine Sodium
CID000003325,Famotidine,C0522336,Eye Rolling
CID000003325,Famotidine,C0854104,Eosinophil Count Decreased
CID000003325,Famotidine,C0854107,Haemorrhage Subcutaneous
CID000003325,Famotidine,C0263107,Chest Wall Abscess
CID000003325,Famotidine,C0438167,Electrocardiogram T Wave Abnormal
CID000003325,Famotidine,C0854057,Urine Osmolarity Decreased
CID000003325,Famotidine,C0235802,Pupillary Reflex Impaired
CID000003325,Famotidine,C0520743,Lymphadenopathy Mediastinal
CID000003325,Famotidine,C0158619,Congenital Mitral Valve Incompetence
CID000003325,Famotidine,C0347623,Open Wound
CID000003325,Famotidine,C1306063,Acute Left Ventricular Failure
CID000003325,Famotidine,C0011361,Dental Fistula
CID000003325,Famotidine,C0686619,Metastases To Lymph Nodes
CID000003325,Famotidine,C0024887,Mastectomy
CID000003325,Famotidine,C0155822,Sinus Polyp
CID000003325,Famotidine,C0267827,Hepatitis Acute
CID000003325,Famotidine,C0596240,Cancer Pain
CID000003325,Famotidine,C0240811,Prostate Infection
CID000003325,Famotidine,C1535973,Bone Fragmentation
CID000003325,Famotidine,C1290865,Abdominal Wall Disorder
CID000003325,Famotidine,C0853225,International Normalised Ratio Increased
CID000003325,Famotidine,C1141877,Anticonvulsant Drug Level Increased
CID000003325,Famotidine,C0278493,Breast Cancer Recurrent
CID000003325,Famotidine,C0019156,Venoocclusive Liver Disease
CID000003325,Famotidine,C0025162,Toxic Dilatation Of Colon
CID000003325,Famotidine,C0855864,Blood Arsenic Increased
CID000003325,Famotidine,C1167940,Lymphocyte Stimulation Test Positive
CID000003325,Famotidine,C0948373,Femoral Artery Dissection
CID000003325,Famotidine,C1963978,Gingival Disorder
CID000003325,Famotidine,C0375026,Chlamydial Infection
CID000003325,Famotidine,C0275765,Bronchitis Pneumococcal
CID000003325,Famotidine,C0853144,Drug Level Below Therapeutic
CID000003325,Famotidine,C0002965,Angina Unstable
CID000003325,Famotidine,C0409497,Joint Injury
CID000003325,Famotidine,C1096497,Csf Neutrophil Count Increased
CID000003325,Famotidine,C0853149,Blood Lactate Dehydrogenase Increased
CID000003325,Famotidine,C1737224,Post Procedural Swelling
CID000003325,Famotidine,C0740651,Abdominal Symptom
CID000003325,Famotidine,C0860901,Protein Total Decreased
CID000003325,Famotidine,C1096709,Blood Amylase Abnormal
CID000003325,Famotidine,C0855265,Bacteria Stool Identified
CID000003325,Famotidine,C0852810,Blood Creatinine Decreased
CID000003325,Famotidine,C0877025,Prothrombin Time Prolonged
CID000003325,Famotidine,C0877020,Anti-Erythropoietin Antibody Positive
CID000003325,Famotidine,C0919695,Peripancreatic Fluid Collection
CID000003325,Famotidine,C0919875,Therapy Non-Responder
CID000003325,Famotidine,C0919874,Post Procedural Haemorrhage
CID000003325,Famotidine,C0278553,Colon Cancer Recurrent
CID000003325,Famotidine,C0853034,Blood Creatine Phosphokinase Increased
CID000003325,Famotidine,C0948715,Infusion Related Reaction
CID000003325,Famotidine,C1112180,Refusal Of Treatment By Relative
CID000003325,Famotidine,C0009377,Colonic Pseudo-Obstruction
CID000003325,Famotidine,C1504458,Cataract Operation
CID000003325,Famotidine,C1112565,Pneumatosis
CID000003325,Famotidine,C1610082,Occult Blood Positive
CID000003325,Famotidine,C0014008,Empty Sella Syndrome
CID000003325,Famotidine,C0152973,Serratia Sepsis
CID000003325,Famotidine,C0152972,Pseudomonal Sepsis
CID000003325,Famotidine,C1141948,Troponin Increased
CID000003325,Famotidine,C0919673,Artificial Anus
CID000003325,Famotidine,C0021931,Feeding Tube Insertion
CID000003325,Famotidine,C0021932,Endotracheal Intubation
CID000003325,Famotidine,C1704204,Pedal Pulse Absent
CID000003325,Famotidine,C1262006,Sinusitis Bacterial
CID000003325,Famotidine,C0549389,Wound Drainage
CID000003325,Famotidine,C0948857,Electrocardiogram Repolarisation Abnormality
CID000003325,Famotidine,C0155365,Vitreous Disorder
CID000003325,Famotidine,C0861143,Granulocyte Count Decreased
CID000003325,Famotidine,C0854384,Beta-N-Acetyl-D-Glucosaminidase Increased
CID000003325,Famotidine,C0008728,Allergic Granulomatous Angiitis
CID000003325,Famotidine,C1112364,Human Polyomavirus Infection
CID000003325,Famotidine,C0853966,Wheelchair User
CID000003325,Famotidine,C0271342,Glaucomatous Optic Disc Atrophy
CID000003325,Famotidine,C1112618,Renal Lipomatosis
CID000003325,Famotidine,C0274312,Graft Complication
CID000003325,Famotidine,C0153690,Bone Cancer Metastatic
CID000003325,Famotidine,C1535953,Foramen Magnum Stenosis
CID000003325,Famotidine,C0856103,Hepatic Function Abnormal
CID000003325,Famotidine,C0853760,Blood Potassium Increased
CID000003325,Famotidine,C0853761,Blood Potassium Decreased
CID000003325,Famotidine,C0854030,Blood Creatine Decreased
CID000003325,Famotidine,C0238106,Clostridium Difficile Colitis
CID000003325,Famotidine,C0948537,Dental Prosthesis Placement
CID000003325,Famotidine,C0854676,Failure Of Implant
CID000003325,Famotidine,C0854133,Blood Bilirubin Increased
CID000003325,Famotidine,C0154476,Dependence
CID000003325,Famotidine,C0158288,Lumbar Spinal Stenosis
CID000003325,Famotidine,C0877418,Blood Culture Positive
CID000003325,Famotidine,C0852282,Respiratory Disorder
CID000003325,Famotidine,C0347266,Duodenal Polyp
CID000003325,Famotidine,C0235874,Condition Aggravated
CID000003325,Famotidine,C0920178,Stent Occlusion
CID000003325,Famotidine,C0011331,Dental Care
CID000003325,Famotidine,C0003496,Aortic Rupture
CID000003325,Famotidine,C0400076,Proctocolectomy
CID000003325,Famotidine,C0001849,Aids Dementia Complex
CID000003325,Famotidine,C1735377,Respiratory Syncytial Virus Infection
CID000003325,Famotidine,C0151539,Blood Urea Increased
CID000003325,Famotidine,C0852911,Blood Alkaline Phosphatase Increased
CID000003325,Famotidine,C0852913,Blood Amylase Increased
CID000003325,Famotidine,C0854295,Kyphosis
CID000003325,Famotidine,C0854359,Insulin Autoimmune Syndrome
CID000003325,Famotidine,C0151662,Gamma-Glutamyltransferase Increased
CID000003325,Famotidine,C0740289,Po2 Decreased
CID000003325,Famotidine,C0151747,Renal Tubular Disorder
CID000003325,Famotidine,C1142112,Eyelash Thickening
CID000003325,Famotidine,C0343084,Capillary Leak Syndrome
CID000003325,Famotidine,C1096199,General Nutrition Disorder
CID000003325,Famotidine,C0042929,Vocal Cord Polyp
CID000003325,Famotidine,C1504392,Helicobacter Pylori Identification Test Positive
CID000003325,Famotidine,C0877272,Enterocolitis Viral
CID000003325,Famotidine,C0948249,Femoral Artery Occlusion
CID000003325,Famotidine,C1535881,Oral Intake Reduced
CID000003325,Famotidine,C0235601,Hypocoagulable State
CID000003325,Famotidine,C2242498,Haemorrhagic Hepatic Cyst
CID000003325,Famotidine,C0549634,Lipids Abnormal
CID000003325,Famotidine,C0853619,Local Swelling
CID000003325,Famotidine,C0343898,Acute Pulmonary Histoplasmosis
CID000003325,Famotidine,C0876999,Tumour Marker Increased
CID000003325,Famotidine,C0858640,Rales
CID000003325,Famotidine,C0242645,Blue Toe Syndrome
CID000003325,Famotidine,C0341012,Oral Herpes
CID000003325,Famotidine,C0013931,Therapeutic Embolisation
CID000003325,Famotidine,C0237938,Gastrointestinal Ulcer
CID000003325,Famotidine,C0333313,Primary Sequestrum
CID000003325,Famotidine,C0948540,Arterial Therapeutic Procedure
CID000003325,Famotidine,C1096730,Staphylococcal Infection
CID000003325,Famotidine,C0206633,Angiomyolipoma
CID000003325,Famotidine,C1262000,Human Herpes Virus 6 Serology Positive
CID000003325,Famotidine,C0746101,Bullous Lung Disease
CID000003325,Famotidine,C1869041,Blood Urine Present
CID000003325,Famotidine,C1167668,Peripheral Occlusive Disease
CID000003325,Famotidine,C0085129,Bronchial Hyperactivity
CID000003325,Famotidine,C2242495,Abdominal Wall Haemorrhage
CID000003325,Famotidine,C0160075,Ligament Sprain
CID000003325,Famotidine,C0236065,Oedema Mouth
CID000003325,Famotidine,C0239134,Productive Cough
CID000003325,Famotidine,C0236068,Swollen Tongue
CID000003325,Famotidine,C0032266,Pneumatosis Cystoides Intestinalis
CID000003325,Famotidine,C0232461,Increased Appetite
CID000003325,Famotidine,C0154724,Cerebral Cyst
CID000003325,Famotidine,C0948338,Monocyte Percentage Decreased
CID000003325,Famotidine,C0151888,Hyporeflexia
CID000003325,Famotidine,C1142300,Clostridium Colitis
CID000003325,Famotidine,C0028961,Oliguria
CID000003325,Famotidine,C0027873,Neuromyelitis Optica
CID000003325,Famotidine,C2609418,Stevens-Johnson Syndrome
CID000003325,Famotidine,C1167666,Band Neutrophil Percentage Decreased
CID000003325,Famotidine,C0948048,Malignant Neoplasm Progression
CID000003325,Famotidine,C0549418,Urine Flow Decreased
CID000003325,Famotidine,C0341335,Cytomegalovirus Colitis
CID000003325,Famotidine,C0264714,Cardiac Failure Acute
CID000003325,Famotidine,C1611714,Blood Trypsin Increased
CID000003325,Famotidine,C0022729,Klebsiella Infection
CID000003325,Famotidine,C0150045,Urge Incontinence
CID000003325,Famotidine,C1869096,Amphetamines
CID000003325,Famotidine,C0851744,Hepatocellular Damage
CID000003325,Famotidine,C0010153,Corynebacterium Infection
CID000003325,Famotidine,C2363801,Oxygen Saturation Decreased
CID000003325,Famotidine,C2363982,Visual Disturbance
CID000003325,Famotidine,C0151799,Skin Necrosis
CID000003325,Famotidine,C0542027,Hypercoagulation
CID000003325,Famotidine,C0549249,Depressed Level Of Consciousness
CID000003325,Famotidine,C1096142,Anti-Insulin Antibody
CID000003325,Famotidine,C1096141,Anti-Insulin Antibody Positive
CID000003325,Famotidine,C0151814,Coronary Artery Occlusion
CID000003325,Famotidine,C0392163,Corneal Erosion
CID000003325,Famotidine,C0239324,Prolonged Expiration
CID000003325,Famotidine,C1328411,Post Procedural Haematoma
CID000003325,Famotidine,C1095952,Surgery
CID000003325,Famotidine,C1695984,Oesophageal Food Impaction
CID000003325,Famotidine,C0267055,Erosive Oesophagitis
CID000003325,Famotidine,C0020431,Hyperbaric Oxygen Therapy
CID000003325,Famotidine,C0040440,Tooth Extraction
CID000003325,Famotidine,C0580317,Platelet Count Abnormal
CID000003325,Famotidine,C0522351,Vertigo Positional
CID000003325,Famotidine,C0877429,Anaemia Of Malignant Disease
CID000003325,Famotidine,C0438237,Hepatic Enzyme Abnormal
CID000003325,Famotidine,C0398950,Periodontal Operation
CID000003325,Famotidine,C0847403,Infective Tenosynovitis
CID000003325,Famotidine,C0271185,Metamorphopsia
CID000003325,Famotidine,C1112653,Angioplasty
CID000003325,Famotidine,C0011432,Sensitivity Of Teeth
CID000003325,Famotidine,C0034088,Pulmonary Valve Incompetence
CID000003325,Famotidine,C1695986,Hormone Level Abnormal
CID000003325,Famotidine,C1869112,Paraneoplastic Syndrome
CID000003325,Famotidine,C0085608,Volume Blood Decreased
CID000003325,Famotidine,C0337629,Economic Problem
CID000003325,Famotidine,C0854239,Diverticulitis Intestinal Haemorrhagic
CID000003325,Famotidine,C0854075,Bence Jones Protein Urine
CID000003325,Famotidine,C0853970,Large Intestinal Stricture
CID000003325,Famotidine,C0476280,Musculoskeletal Chest Pain
CID000003325,Famotidine,C1112421,Lung Infection Pseudomonal
CID000003325,Famotidine,C0264490,Acute Respiratory Failure
CID000003325,Famotidine,C1168207,Haemodialysis
CID000003325,Famotidine,C0919672,Multi-Organ Failure
CID000003325,Famotidine,C0853237,Hypothalamo-Pituitary Disorder
CID000003325,Famotidine,C0853777,Blood Albumin Decreased
CID000003325,Famotidine,C0236053,Mucosal Ulceration
CID000003325,Famotidine,C1739104,Acute Graft Versus Host Disease In Liver
CID000003325,Famotidine,C0521849,Drug Interaction
CID000003325,Famotidine,C1696153,Pitting Oedema
CID000003325,Famotidine,C0549395,Blood Urea Decreased
CID000003325,Famotidine,C0878555,Diffuse Panbronchiolitis
CID000003325,Famotidine,C0154157,Hypothyroidism Postoperative
CID000003325,Famotidine,C0239735,Gingival Erythema
CID000003325,Famotidine,C0150450,Altered State Of Consciousness
CID000003325,Famotidine,C0239981,Hypoalbuminaemia
CID000003325,Famotidine,C1168170,Poor Dental Condition
CID000003325,Famotidine,C0520600,Cardio-Respiratory Arrest
CID000003325,Famotidine,C0542313,Sleep Talking
CID000003325,Famotidine,C0149504,Toxic Encephalopathy
CID000003325,Famotidine,C0948268,Haemodynamic Instability
CID000003325,Famotidine,C0189786,Cardiac Aneurysm
CID000003325,Famotidine,C0011346,Tooth Deposit
CID000003325,Famotidine,C0855791,Mean Cell Volume Increased
CID000003325,Famotidine,C0392557,Cataract Nuclear
CID000003325,Famotidine,C1504438,Cerebral Artery Stenosis
CID000003325,Famotidine,C1504439,Reversible Posterior Leukoencephalopathy Syndrome
CID000003325,Famotidine,C0740391,Cerebral Artery Occlusion
CID000003325,Famotidine,C0185221,Bone Debridement
CID000003325,Famotidine,C0579121,Diabetes Mellitus Inadequate Control
CID000003325,Famotidine,C0151773,Bone Marrow Depression
CID000003325,Famotidine,C0029453,Osteopenia
CID000003325,Famotidine,C0855565,Beta 2 Microglobulin Increased
CID000003325,Famotidine,C0035085,Renal Infarct
CID000003325,Famotidine,C0023066,Laryngospasm
CID000003325,Famotidine,C0949690,Spinal Osteoarthritis
CID000003325,Famotidine,C0877306,Iris Hyperpigmentation
CID000003325,Famotidine,C0686377,Metastases To Central Nervous System
CID000003325,Famotidine,C0476348,Pus In Stool
CID000003325,Famotidine,C1096294,Maxillofacial Operation
CID000003325,Famotidine,C1167981,Hypoaesthesia
CID000003325,Famotidine,C0001139,Acinetobacter Infection
CID000003325,Famotidine,C0339916,Viral Upper Respiratory Tract Infection
CID000003325,Famotidine,C0238462,Medullary Thyroid Cancer
CID000003325,Famotidine,C0192863,Colectomy
CID000003325,Famotidine,C1760428,Suicidal Behaviour
CID000003325,Famotidine,C1388177,Aortic Arteriosclerosis
CID000003325,Famotidine,C2242544,Congenital Tricuspid Valve Incompetence
CID000003325,Famotidine,C0852839,Bone Trimming
CID000003325,Famotidine,C0877417,Cytomegalovirus Enterocolitis
CID000003325,Famotidine,C0853115,Lymphocyte Morphology Abnormal
CID000003325,Famotidine,C0007131,Non-Small Cell Lung Cancer
CID000003325,Famotidine,C1167779,Neutropenic Infection
CID000003325,Famotidine,C0263978,Soft Tissue Disorder
CID000003325,Famotidine,C1096303,Lipase Abnormal
CID000003325,Famotidine,C0853737,Blood Bicarbonate
CID000003325,Famotidine,C0155973,Gastric Ulcer Haemorrhage
CID000003325,Famotidine,C0751967,Relapsing-Remitting Multiple Sclerosis
CID000003325,Famotidine,C0235532,Cyanosis
CID000003325,Famotidine,C0236073,Cerebellar Infarction
CID000003325,Famotidine,C0029171,Oral Submucosal Fibrosis
CID000003325,Famotidine,C1112261,Gaze Palsy
CID000003325,Famotidine,C1535993,Bone Marrow Oedema
CID000003325,Famotidine,C1167665,Band Neutrophil Percentage Increased
CID000003325,Famotidine,C0185216,Sequestrectomy
CID000003325,Famotidine,C1869051,Torsade De Pointes
CID000003325,Famotidine,C0684256,Bacterial Sepsis
CID000003325,Famotidine,C0949059,Polyp Colorectal
CID000003325,Famotidine,C0153677,Metastases To The Mediastinum
CID000003325,Famotidine,C0153676,Metastases To Lung
CID000003325,Famotidine,C0549405,Blood Pressure Fluctuation
CID000003325,Famotidine,C0263888,Back Disorder
CID000003325,Famotidine,C0343900,Histoplasmosis Disseminated
CID000003325,Famotidine,C0853117,Blood Testosterone Decreased
CID000003325,Famotidine,C1611703,Epstein-Barr Virus Test Positive
CID000003325,Famotidine,C0684550,Metastases To Spine
CID000003325,Famotidine,C1443060,Feeling Abnormal
CID000003325,Famotidine,C0424091,Decreased Interest
CID000003325,Famotidine,C0277890,Blood Pressure Diastolic Decreased
CID000003325,Famotidine,C0854425,Sputum Discoloured
CID000003325,Famotidine,C0855011,Chondrosarcoma
CID000003325,Famotidine,C0679254,Disease Recurrence
CID000003325,Famotidine,C0151785,Mucous Membrane Disorder
CID000003325,Famotidine,C0948352,Injury Asphyxiation
CID000003325,Famotidine,C0948353,Markedly Reduced Dietary Intake
CID000003325,Famotidine,C0407713,Jaw Operation
CID000003325,Famotidine,C0192871,Colectomy Total
CID000003325,Famotidine,C0220994,Hyperammonaemia
CID000003325,Famotidine,C1869050,Anticholinergic Syndrome
CID000003325,Famotidine,C0000734,Abdominal Mass
CID000003325,Famotidine,C0456673,Sputum Retention
CID000003325,Famotidine,C0001261,Actinomycosis
CID000003325,Famotidine,C0845666,Knee Arthroplasty
CID000003325,Famotidine,C1383860,Cardiac Hypertrophy
CID000003325,Famotidine,C0235039,Pallor
CID000003325,Famotidine,C0476337,Blood Gases Abnormal
CID000003325,Famotidine,C0919777,Band Neutrophil Count Increased
CID000003325,Famotidine,C0042568,Vertebrobasilar Insufficiency
CID000003325,Famotidine,C0269190,Metaplasia
CID000003325,Famotidine,C0520803,Overdose
CID000003325,Famotidine,C0919799,Heparin-Induced Thrombocytopenia
CID000003325,Famotidine,C0268733,Nephritic Syndrome
CID000003325,Famotidine,C0001169,Coagulation Factor Deficiency
CID000003325,Famotidine,C1167765,Wound Infection Staphylococcal
CID000003325,Famotidine,C0600028,Loose Tooth
CID000003325,Famotidine,C0855333,Electrocardiogram Qt Corrected Interval Prolonged
CID000003325,Famotidine,C0558799,Femoral Bruit
CID000003325,Famotidine,C0023321,Lentigo
CID000003325,Famotidine,C0858343,Pco2 Increased
CID000003325,Famotidine,C0149645,Cervical Myelopathy
CID000003325,Famotidine,C0546817,Fluid Overload
CID000003325,Famotidine,C0852113,Cardiovascular Disorder
CID000003325,Famotidine,C0577053,Hepatic Lesion
CID000003325,Famotidine,C0040185,Tibia Fracture
CID000003325,Famotidine,C0855625,Bilirubin Conjugated Increased
CID000003325,Famotidine,C0855622,Aspartate Aminotransferase Decreased
CID000003325,Famotidine,C0038187,Starvation
CID000003325,Famotidine,C0333274,Purulent Discharge
CID000003325,Famotidine,C0747479,Periodontal Infection
CID000003325,Famotidine,C1535939,Pneumocystis Jiroveci Pneumonia
CID000003325,Famotidine,C0521300,Life Support
CID000003325,Famotidine,C0012739,Disseminated Intravascular Coagulation
CID000003325,Famotidine,C0436503,Chest X-Ray Abnormal
CID000003325,Famotidine,C0021775,Intermittent Claudication
CID000003325,Famotidine,C0546884,Hypovolaemia
CID000003325,Famotidine,C0155652,Acute Myocardial Infarction
CID000003325,Famotidine,C0240840,Pulse Pressure Decreased
CID000003325,Famotidine,C0853347,Venous Thrombosis Limb
CID000003325,Famotidine,C1096515,Blood Ph Increased
CID000003325,Famotidine,C0192601,Intestinal Resection
CID000003325,Famotidine,C0854506,Urinary Tract Infection Enterococcal
CID000003325,Famotidine,C0700632,Endodontic Procedure
CID000003325,Famotidine,C0025062,Pneumomediastinum
CID000003325,Famotidine,C0185240,Bone Lesion
CID000003325,Famotidine,C0856409,Osteotomy
CID000003325,Famotidine,C1142503,Anticonvulsant Drug Level Decreased
CID000003325,Famotidine,C0474453,Dyspnoea At Rest
CID000003325,Famotidine,C0194361,Bladder Operation
CID000003325,Famotidine,C0268854,Contracted Bladder
CID000003325,Famotidine,C0241669,Venous Occlusion
CID000003325,Famotidine,C0494165,Metastases To Liver
CID000003325,Famotidine,C0151905,Alanine Aminotransferase Increased
CID000003325,Famotidine,C0017665,Glomerulonephritis Membranous
CID000003325,Famotidine,C0948014,Red Cell Distribution Width Increased
CID000003325,Famotidine,C0341702,Fanconi Syndrome
CID000003325,Famotidine,C0007766,Intracranial Aneurysm
CID000003325,Famotidine,C0860805,Urine Ketone Body Present
CID000003325,Famotidine,C0041325,Peritoneal Tuberculosis
CID000003325,Famotidine,C0029464,Osteosclerosis
CID000003325,Famotidine,C0037384,Snoring
CID000003325,Famotidine,C0855476,Blood Lactate Dehydrogenase Decreased
CID000003325,Famotidine,C1328308,Increased Upper Airway Secretion
CID000003325,Famotidine,C0080233,Tooth Loss
CID000003325,Famotidine,C0278488,Breast Cancer Metastatic
CID000003325,Famotidine,C0162301,Calculus Urethral
CID000003325,Famotidine,C0877256,Impaired Driving Ability
CID000003325,Famotidine,C1536093,Dilatation Atrial
CID000003325,Famotidine,C0948486,Acquired Oesophageal Web
CID000003325,Famotidine,C0276340,Respiratory Syncytial Virus Bronchiolitis
CID000003325,Famotidine,C0472686,Continuous Haemodiafiltration
CID000003325,Famotidine,C0236816,Acute Stress Disorder
CID000003325,Famotidine,C1140716,Hypoxic Encephalopathy
CID000003325,Famotidine,C0410256,Muscle Injury
CID000003325,Famotidine,C0919590,Injection Site Cellulitis
CID000003325,Famotidine,C0011079,Debridement
CID000003325,Famotidine,C0236037,Poriomania
CID000003325,Famotidine,C0267033,Lip Ulceration
CID000003325,Famotidine,C0522153,Urine Colour Abnormal
CID000003325,Famotidine,C0233842,Dyslalia
CID000003325,Famotidine,C0858911,Blood Pressure Immeasurable
CID000003325,Famotidine,C0334041,Osteoma Cutis
CID000003325,Famotidine,C0019087,Haemorrhagic Diathesis
CID000003325,Famotidine,C0854482,Device Leakage
CID000003325,Famotidine,C0438216,Blood Count Abnormal
CID000003325,Famotidine,C0271240,Blindness Unilateral
CID000003325,Famotidine,C0406855,Graft Infection
CID000003325,Famotidine,C0542044,Incoherent
CID000003325,Famotidine,C0149700,Obstruction Gastric
CID000003325,Famotidine,C0013378,Dysgeusia
CID000003325,Famotidine,C0860184,Ileostomy
CID000003325,Famotidine,C1141900,Rheumatoid Factor Increased
CID000003325,Famotidine,C0919655,Oxygen Supplementation
CID000003325,Famotidine,C0748731,Viral Sinusitis
CID000003325,Famotidine,C1696685,Intentional Drug Misuse
CID000003325,Famotidine,C0948331,Eosinophil Percentage Increased
CID000003325,Famotidine,C0856379,Urethral Stenosis
CID000003325,Famotidine,C0854157,Antimicrobial Susceptibility Test Resistant
CID000003325,Famotidine,C0278147,Radicular Pain
CID000003325,Famotidine,C0851119,Cyst Aspiration
CID000003325,Famotidine,C2363889,Intestinal Anastomosis
CID000003325,Famotidine,C0232766,Asterixis
CID000003325,Famotidine,C0853226,International Normalised Ratio Decreased
CID000003325,Famotidine,C0853223,Activated Partial Thromboplastin Time Prolonged
CID000003446,Gabapentin,C0949040,Sinus Disorder
CID000003446,Gabapentin,C0856054,Mental Status Changes
CID000003446,Gabapentin,C0947912,Muscular Weakness
CID000003446,Gabapentin,C0332601,Cushingoid
CID000003446,Gabapentin,C0263898,Radiculitis Lumbosacral
CID000003446,Gabapentin,C0151946,Pulmonary Thrombosis
CID000003446,Gabapentin,C0027720,Nephrotic Syndrome
CID000003446,Gabapentin,C0026636,Oral Disorder
CID000003446,Gabapentin,C0852091,Bone Disorder
CID000003446,Gabapentin,C1264517,Wound
CID000003446,Gabapentin,C0852154,Bladder Disorder
CID000003446,Gabapentin,C0002873,Anaemia Of Chronic Disease
CID000003446,Gabapentin,C1096131,Csf Monocyte Count Increased
CID000003446,Gabapentin,C0948486,Acquired Oesophageal Web
CID000003446,Gabapentin,C0349782,Ischaemic Cardiomyopathy
CID000003446,Gabapentin,C0151838,Paraesthesia Circumoral
CID000003446,Gabapentin,C2242529,Stem Cell Transplant
CID000003446,Gabapentin,C0700361,Emotional Distress
CID000003446,Gabapentin,C1142080,Injection Site Stinging
CID000003446,Gabapentin,C0151936,Tendon Disorder
CID000003446,Gabapentin,C0151541,Capillary Fragility Increased
CID000003446,Gabapentin,C0035326,Retinal Vascular Occlusion
CID000003446,Gabapentin,C0948027,Pharmaceutical Product Complaint
CID000003446,Gabapentin,C1096738,Arteriovenous Fistula
CID000003446,Gabapentin,C1096730,Staphylococcal Infection
CID000003446,Gabapentin,C0151754,Blood Lactate Dehydrogenase Increased
CID000003446,Gabapentin,C0854326,Escherichia Infection
CID000003446,Gabapentin,C0085595,Skin Odour Abnormal
CID000003446,Gabapentin,C0035243,Respiratory Tract Infection
CID000003446,Gabapentin,C0277986,Gingival Oedema
CID000003446,Gabapentin,C0026916,Mycobacterium Avium Complex Infection
CID000003446,Gabapentin,C0948238,Erectile Dysfunction
CID000003446,Gabapentin,C0151728,Immunoglobulins Decreased
CID000003446,Gabapentin,C0235431,Blood Creatinine Increased
CID000003446,Gabapentin,C0085628,Depressed Level Of Consciousness
CID000003446,Gabapentin,C1112634,Neovascularisation
CID000003446,Gabapentin,C1444680,Posterior Capsule Opacification
CID000003446,Gabapentin,C0919625,Blood Phosphorus Increased
CID000003446,Gabapentin,C0231530,Muscle Twitching
CID000003446,Gabapentin,C0158266,Intervertebral Disc Degeneration
CID000003446,Gabapentin,C0221100,Hangover
CID000003446,Gabapentin,C0861112,Cardioactive Drug Level
CID000003446,Gabapentin,C0233407,Disorientation
CID000003446,Gabapentin,C0023311,Intraocular Lens Implant
CID000003446,Gabapentin,C1761613,Conjunctival Hyperaemia
CID000003446,Gabapentin,C0149911,Hypercalcaemia Of Malignancy
CID000003446,Gabapentin,C0344720,Left Atrial Dilatation
CID000003446,Gabapentin,C1142110,Abdominal Compartment Syndrome
CID000003446,Gabapentin,C0403200,Scrotal Abscess
CID000003446,Gabapentin,C0085136,Central Nervous System Neoplasm
CID000003446,Gabapentin,C1735340,Extrasystoles
CID000003446,Gabapentin,C1963786,Quality Of Life Decreased
CID000003446,Gabapentin,C0581912,Sensation Of Heaviness
CID000003446,Gabapentin,C1504561,Hypophagia
CID000003446,Gabapentin,C0851341,Infestation
CID000003446,Gabapentin,C0011361,Dental Fistula
CID000003446,Gabapentin,C0021167,Incontinence
CID000003446,Gabapentin,C0020701,Conversion Disorder
CID000003446,Gabapentin,C1141877,Anticonvulsant Drug Level Increased
CID000003446,Gabapentin,C0877322,Muscle Tightness
CID000003446,Gabapentin,C0877325,Anal Sphincter Atony
CID000003446,Gabapentin,C0858635,Pharyngolaryngeal Pain
CID000003446,Gabapentin,C0522063,Impaired Gastric Emptying
CID000003446,Gabapentin,C1868877,Mechanical Ventilation
CID000003446,Gabapentin,C0877025,Prothrombin Time Prolonged
CID000003446,Gabapentin,C0877027,Joint Range Of Motion Decreased
CID000003446,Gabapentin,C0152277,Incisional Drainage
CID000003446,Gabapentin,C0042401,Vasodilation Procedure
CID000003446,Gabapentin,C0033075,Presbyopia
CID000003446,Gabapentin,C0262576,Paralysis
CID000003446,Gabapentin,C0853034,Blood Creatine Phosphokinase Increased
CID000003446,Gabapentin,C0021932,Endotracheal Intubation
CID000003446,Gabapentin,C0549389,Wound Drainage
CID000003446,Gabapentin,C0497201,Abnormal Sensation In Eye
CID000003446,Gabapentin,C0033777,Pruritus Genital
CID000003446,Gabapentin,C0156272,Enterovesical Fistula
CID000003446,Gabapentin,C0153690,Bone Cancer Metastatic
CID000003446,Gabapentin,C1536052,Oral Mucosal Exfoliation
CID000003446,Gabapentin,C0853760,Blood Potassium Increased
CID000003446,Gabapentin,C0853761,Blood Potassium Decreased
CID000003446,Gabapentin,C0521495,Application Site Rash
CID000003446,Gabapentin,C0854676,Failure Of Implant
CID000003446,Gabapentin,C0022650,Nephrolithiasis
CID000003446,Gabapentin,C0232807,Renal Impairment
CID000003446,Gabapentin,C0239940,Glycosylated Haemoglobin Increased
CID000003446,Gabapentin,C0235234,Dry Throat
CID000003446,Gabapentin,C0009450,Infection
