drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00159,DB00788,Icosapent,Naproxen,risk or severity of adverse effects
DB00159,DB00795,Icosapent,Sulfasalazine,risk or severity of adverse effects
DB00159,DB00812,Icosapent,Phenylbutazone,risk or severity of adverse effects
DB00159,DB00814,Icosapent,Meloxicam,risk or severity of adverse effects
DB00159,DB00821,Icosapent,Carprofen,risk or severity of adverse effects
DB00159,DB00861,Icosapent,Diflunisal,risk or severity of adverse effects
DB00159,DB00870,Icosapent,Suprofen,risk or severity of adverse effects
DB00159,DB00936,Icosapent,Salicylic acid,risk or severity of adverse effects
DB00159,DB00939,Icosapent,Meclofenamic acid,risk or severity of adverse effects
DB00159,DB00972,Icosapent,Azelastine,risk or severity of adverse effects
DB00159,DB00991,Icosapent,Oxaprozin,risk or severity of adverse effects
DB00159,DB01009,Icosapent,Ketoprofen,risk or severity of adverse effects
DB00159,DB01014,Icosapent,Balsalazide,risk or severity of adverse effects
DB00159,DB01024,Icosapent,Mycophenolic acid,risk or severity of adverse effects
DB00159,DB01050,Icosapent,Ibuprofen,risk or severity of adverse effects
DB00159,DB01097,Icosapent,Leflunomide,risk or severity of adverse effects
DB00159,DB01250,Icosapent,Olsalazine,risk or severity of adverse effects
DB00159,DB01283,Icosapent,Lumiracoxib,risk or severity of adverse effects
DB00159,DB01397,Icosapent,Magnesium salicylate,risk or severity of adverse effects
DB00159,DB01399,Icosapent,Salsalate,risk or severity of adverse effects
DB00159,DB01401,Icosapent,Choline magnesium trisalicylate,risk or severity of adverse effects
DB00159,DB01435,Icosapent,Antipyrine,risk or severity of adverse effects
DB00159,DB01600,Icosapent,Tiaprofenic acid,risk or severity of adverse effects
DB00159,DB01628,Icosapent,Etoricoxib,risk or severity of adverse effects
DB00159,DB02709,Icosapent,Resveratrol,risk or severity of adverse effects
DB00159,DB03585,Icosapent,Oxyphenbutazone,risk or severity of adverse effects
DB00159,DB04552,Icosapent,Niflumic Acid,risk or severity of adverse effects
DB00159,DB04743,Icosapent,Nimesulide,risk or severity of adverse effects
DB00159,DB04817,Icosapent,Metamizole,risk or severity of adverse effects
DB00159,DB04951,Icosapent,Pirfenidone,risk or severity of adverse effects
DB00159,DB05676,Icosapent,Apremilast,risk or severity of adverse effects
DB00159,DB06196,Icosapent,Icatibant,risk or severity of adverse effects
DB00159,DB06725,Icosapent,Lornoxicam,risk or severity of adverse effects
DB00159,DB06736,Icosapent,Aceclofenac,risk or severity of adverse effects
DB00159,DB06737,Icosapent,Zaltoprofen,risk or severity of adverse effects
DB00159,DB06739,Icosapent,Seratrodast,risk or severity of adverse effects
DB00159,DB07615,Icosapent,Tranilast,risk or severity of adverse effects
DB00159,DB08439,Icosapent,Parecoxib,risk or severity of adverse effects
DB00159,DB08797,Icosapent,Salicylamide,risk or severity of adverse effects
DB00159,DB08880,Icosapent,Teriflunomide,risk or severity of adverse effects
DB00159,DB08976,Icosapent,Floctafenine,risk or severity of adverse effects
DB00159,DB08981,Icosapent,Fenbufen,risk or severity of adverse effects
DB00159,DB08984,Icosapent,Etofenamate,risk or severity of adverse effects
DB00159,DB08991,Icosapent,Epirizole,risk or severity of adverse effects
DB00159,DB09212,Icosapent,Loxoprofen,risk or severity of adverse effects
DB00159,DB09216,Icosapent,Tolfenamic Acid,risk or severity of adverse effects
DB00159,DB09218,Icosapent,Clonixin,risk or severity of adverse effects
DB00159,DB09288,Icosapent,Propacetamol,risk or severity of adverse effects
DB00159,DB11672,Icosapent,Curcumin,risk or severity of adverse effects
DB00159,DB12598,Icosapent,Nafamostat,risk or severity of adverse effects
DB00159,DB13063,Icosapent,Parthenolide,risk or severity of adverse effects
DB00159,DB13167,Icosapent,Alclofenac,risk or severity of adverse effects
DB00159,DB13346,Icosapent,Bufexamac,risk or severity of adverse effects
DB00159,DB13783,Icosapent,Acemetacin,risk or severity of adverse effects
DB00159,DB09084,Icosapent,Benzydamine,risk or severity of adverse effects
DB00159,DB00255,Icosapent,Diethylstilbestrol,thrombogenic activities
DB00159,DB00655,Icosapent,Estrone,thrombogenic activities
DB00159,DB00783,Icosapent,Estradiol,thrombogenic activities
DB00159,DB00890,Icosapent,Dienestrol,thrombogenic activities
DB00159,DB00977,Icosapent,Ethinyl Estradiol,thrombogenic activities
DB00159,DB01357,Icosapent,Mestranol,thrombogenic activities
DB00159,DB04575,Icosapent,Quinestrol,thrombogenic activities
DB00159,DB04573,Icosapent,Estriol,thrombogenic activities
DB00159,DB09070,Icosapent,Tibolone,thrombogenic activities
DB00159,DB13952,Icosapent,Estradiol acetate,thrombogenic activities
DB00159,DB13954,Icosapent,Estradiol cypionate,thrombogenic activities
DB00159,DB13956,Icosapent,Estradiol valerate,thrombogenic activities
DB00159,DB06401,Icosapent,Bazedoxifene,thrombogenic activities
DB00159,DB00476,Icosapent,Duloxetine,antiplatelet activities
DB00159,DB01149,Icosapent,Nefazodone,antiplatelet activities
DB00159,DB06700,Icosapent,Desvenlafaxine,antiplatelet activities
DB00159,DB04896,Icosapent,Milnacipran,antiplatelet activities
DB00159,DB00285,Icosapent,Venlafaxine,antiplatelet activities
DB00159,DB08918,Icosapent,Levomilnacipran,antiplatelet activities
DB00159,DB00176,Icosapent,Fluvoxamine,antiplatelet activities
DB00159,DB00215,Icosapent,Citalopram,antiplatelet activities
DB00159,DB00472,Icosapent,Fluoxetine,antiplatelet activities
DB00159,DB00715,Icosapent,Paroxetine,antiplatelet activities
DB00159,DB01104,Icosapent,Sertraline,antiplatelet activities
DB00159,DB01175,Icosapent,Escitalopram,antiplatelet activities
DB00159,DB00682,Icosapent,Warfarin,anticoagulant activities
DB00159,DB00266,Icosapent,Dicoumarol,anticoagulant activities
DB00159,DB00498,Icosapent,Phenindione,anticoagulant activities
DB00159,DB00946,Icosapent,Phenprocoumon,anticoagulant activities
DB00159,DB01418,Icosapent,Acenocoumarol,anticoagulant activities
DB00159,DB13136,Icosapent,Fluindione,anticoagulant activities
DB00159,DB00324,Icosapent,Fluorometholone,risk or severity of adverse effects
DB00159,DB00394,Icosapent,Beclomethasone dipropionate,risk or severity of adverse effects
DB00159,DB00443,Icosapent,Betamethasone,risk or severity of adverse effects
DB00159,DB00620,Icosapent,Triamcinolone,risk or severity of adverse effects
DB00159,DB00741,Icosapent,Hydrocortisone,risk or severity of adverse effects
DB00159,DB00860,Icosapent,Prednisolone,risk or severity of adverse effects
DB00159,DB01047,Icosapent,Fluocinonide,risk or severity of adverse effects
DB00159,DB01222,Icosapent,Budesonide,risk or severity of adverse effects
DB00159,DB01234,Icosapent,Dexamethasone,risk or severity of adverse effects
DB00159,DB01410,Icosapent,Ciclesonide,risk or severity of adverse effects
DB00159,DB09091,Icosapent,Tixocortol,risk or severity of adverse effects
DB00159,DB00591,Icosapent,Fluocinolone Acetonide,risk or severity of adverse effects
DB00159,DB00223,Icosapent,Diflorasone,risk or severity of adverse effects
DB00159,DB00240,Icosapent,Alclometasone,risk or severity of adverse effects
DB00159,DB00288,Icosapent,Amcinonide,risk or severity of adverse effects
DB00159,DB00547,Icosapent,Desoximetasone,risk or severity of adverse effects
DB00159,DB00838,Icosapent,Clocortolone,risk or severity of adverse effects
DB00159,DB00846,Icosapent,Flurandrenolide,risk or severity of adverse effects
DB00159,DB00896,Icosapent,Rimexolone,risk or severity of adverse effects
DB00159,DB00959,Icosapent,Methylprednisolone,risk or severity of adverse effects
DB00159,DB01013,Icosapent,Clobetasol propionate,risk or severity of adverse effects
DB00159,DB01130,Icosapent,Prednicarbate,risk or severity of adverse effects
DB00159,DB01380,Icosapent,Cortisone acetate,risk or severity of adverse effects
DB00159,DB00180,Icosapent,Flunisolide,risk or severity of adverse effects
DB00159,DB00588,Icosapent,Fluticasone propionate,risk or severity of adverse effects
DB00159,DB00764,Icosapent,Mometasone,risk or severity of adverse effects
DB00159,DB00873,Icosapent,Loteprednol,risk or severity of adverse effects
DB00159,DB08906,Icosapent,Fluticasone furoate,risk or severity of adverse effects
DB00159,DB06781,Icosapent,Difluprednate,risk or severity of adverse effects
DB00159,DB08971,Icosapent,Fluocortolone,risk or severity of adverse effects
DB00159,DB00253,Icosapent,Medrysone,risk or severity of adverse effects
DB00159,DB00635,Icosapent,Prednisone,risk or severity of adverse effects
DB00159,DB00663,Icosapent,Flumethasone,risk or severity of adverse effects
DB00159,DB00687,Icosapent,Fludrocortisone,risk or severity of adverse effects
DB00159,DB01384,Icosapent,Paramethasone,risk or severity of adverse effects
DB00159,DB01708,Icosapent,Prasterone,risk or severity of adverse effects
DB00159,DB02187,Icosapent,Equilin,risk or severity of adverse effects
DB00159,DB02789,Icosapent,Pregnenolone,risk or severity of adverse effects
DB00159,DB04574,Icosapent,Estrone sulfate,risk or severity of adverse effects
DB00159,DB06780,Icosapent,Desoxycorticosterone acetate,risk or severity of adverse effects
DB00159,DB08905,Icosapent,Formestane,risk or severity of adverse effects
DB00159,DB09095,Icosapent,Difluocortolone,risk or severity of adverse effects
DB00159,DB09378,Icosapent,Fluprednisolone,risk or severity of adverse effects
DB00159,DB11750,Icosapent,Clobetasol,risk or severity of adverse effects
DB00159,DB13158,Icosapent,Clobetasone,risk or severity of adverse effects
DB00159,DB00596,Icosapent,Ulobetasol,risk or severity of adverse effects
DB00159,DB01260,Icosapent,Desonide,risk or severity of adverse effects
DB00159,DB06786,Icosapent,Halcinonide,risk or severity of adverse effects
DB00159,DB11921,Icosapent,Deflazacort,risk or severity of adverse effects
DB00159,DB13867,Icosapent,Fluticasone,risk or severity of adverse effects
DB00162,DB00459,Vitamin A,Acitretin,risk or severity of adverse effects
DB00162,DB00210,Vitamin A,Adapalene,risk or severity of adverse effects
DB00162,DB00523,Vitamin A,Alitretinoin,risk or severity of adverse effects
DB00162,DB00982,Vitamin A,Isotretinoin,risk or severity of adverse effects
DB00162,DB00755,Vitamin A,Tretinoin,risk or severity of adverse effects
DB00162,DB01083,Vitamin A,Orlistat,serum concentration
DB00162,DB01229,Vitamin A,Paclitaxel,risk or severity of adverse effects
DB00162,DB01248,Vitamin A,Docetaxel,risk or severity of adverse effects
DB00162,DB06772,Vitamin A,Cabazitaxel,risk or severity of adverse effects
DB00162,DB00307,Vitamin A,Bexarotene,risk or severity of adverse effects
DB00162,DB00390,Vitamin A,Digoxin,cardiotoxic activities
DB00162,DB00511,Vitamin A,Acetyldigitoxin,cardiotoxic activities
DB00162,DB01078,Vitamin A,Deslanoside,cardiotoxic activities
DB00162,DB01092,Vitamin A,Ouabain,cardiotoxic activities
DB00162,DB01396,Vitamin A,Digitoxin,cardiotoxic activities
DB00162,DB00531,Vitamin A,Cyclophosphamide,cardiotoxic activities
DB00163,DB01083,Vitamin E,Orlistat,serum concentration
DB00163,DB00932,Vitamin E,Tipranavir,risk or severity of adverse effects
DB00163,DB09053,Vitamin E,Ibrutinib,antiplatelet activities
DB00163,DB00266,Vitamin E,Dicoumarol,anticoagulant activities
DB00163,DB00278,Vitamin E,Argatroban,anticoagulant activities
DB00163,DB00498,Vitamin E,Phenindione,anticoagulant activities
DB00163,DB00569,Vitamin E,Fondaparinux sodium,anticoagulant activities
DB00163,DB00682,Vitamin E,Warfarin,anticoagulant activities
DB00163,DB00686,Vitamin E,Pentosan Polysulfate,anticoagulant activities
DB00163,DB00946,Vitamin E,Phenprocoumon,anticoagulant activities
DB00163,DB00974,Vitamin E,Edetic Acid,anticoagulant activities
DB00163,DB01418,Vitamin E,Acenocoumarol,anticoagulant activities
DB00163,DB04272,Vitamin E,Citric Acid,anticoagulant activities
DB00163,DB04898,Vitamin E,Ximelagatran,anticoagulant activities
DB00163,DB06154,Vitamin E,Pentaerythritol Tetranitrate,anticoagulant activities
DB00163,DB06228,Vitamin E,Rivaroxaban,anticoagulant activities
DB00163,DB06605,Vitamin E,Apixaban,anticoagulant activities
DB00163,DB06695,Vitamin E,Dabigatran etexilate,anticoagulant activities
DB00163,DB09075,Vitamin E,Edoxaban,anticoagulant activities
DB00163,DB11268,Vitamin E,Protocatechualdehyde,anticoagulant activities
DB00163,DB12598,Vitamin E,Nafamostat,anticoagulant activities
DB00163,DB13136,Vitamin E,Fluindione,anticoagulant activities
DB00163,DB09125,Vitamin E,Potassium Citrate,anticoagulant activities
DB00163,DB09154,Vitamin E,Sodium Citrate,anticoagulant activities
DB00163,DB08816,Vitamin E,Ticagrelor,antiplatelet activities
DB00163,DB00208,Vitamin E,Ticlopidine,antiplatelet activities
DB00163,DB00775,Vitamin E,Tirofiban,antiplatelet activities
DB00163,DB00975,Vitamin E,Dipyridamole,antiplatelet activities
DB00163,DB00758,Vitamin E,Clopidogrel,antiplatelet activities
DB00163,DB00945,Vitamin E,Acetylsalicylic acid,antiplatelet activities
DB00163,DB06209,Vitamin E,Prasugrel,antiplatelet activities
DB00163,DB09030,Vitamin E,Vorapaxar,antiplatelet activities
DB00163,DB00235,Vitamin E,Milrinone,antiplatelet activities
DB00163,DB00261,Vitamin E,Anagrelide,antiplatelet activities
DB00163,DB00751,Vitamin E,Epinastine,antiplatelet activities
DB00163,DB00770,Vitamin E,Alprostadil,antiplatelet activities
DB00163,DB00806,Vitamin E,Pentoxifylline,antiplatelet activities
DB00163,DB00972,Vitamin E,Azelastine,antiplatelet activities
DB00163,DB01088,Vitamin E,Iloprost,antiplatelet activities
DB00163,DB01166,Vitamin E,Cilostazol,antiplatelet activities
DB00163,DB01207,Vitamin E,Ridogrel,antiplatelet activities
DB00163,DB01236,Vitamin E,Sevoflurane,antiplatelet activities
DB00163,DB01240,Vitamin E,Epoprostenol,antiplatelet activities
DB00163,DB02709,Vitamin E,Resveratrol,antiplatelet activities
DB00163,DB04743,Vitamin E,Nimesulide,antiplatelet activities
DB00163,DB05266,Vitamin E,Ibudilast,antiplatelet activities
DB00163,DB06441,Vitamin E,Cangrelor,antiplatelet activities
DB00163,DB07615,Vitamin E,Tranilast,antiplatelet activities
DB00163,DB08814,Vitamin E,Triflusal,antiplatelet activities
DB00163,DB08887,Vitamin E,Icosapent ethyl,antiplatelet activities
DB00163,DB08954,Vitamin E,Ifenprodil,antiplatelet activities
DB00163,DB09283,Vitamin E,Trapidil,antiplatelet activities
DB00165,DB00488,Pyridoxine,Altretamine,therapeutic efficacy
DB00165,DB01235,Pyridoxine,Levodopa,therapeutic efficacy
DB00165,DB00474,Pyridoxine,Methohexital,metabolism
DB00165,DB00794,Pyridoxine,Primidone,metabolism
DB00165,DB01174,Pyridoxine,Phenobarbital,metabolism
DB00165,DB00418,Pyridoxine,Secobarbital,metabolism
DB00165,DB00312,Pyridoxine,Pentobarbital,metabolism
DB00165,DB00599,Pyridoxine,Thiopental,metabolism
DB00165,DB00849,Pyridoxine,Methylphenobarbital,metabolism
DB00165,DB01154,Pyridoxine,Thiamylal,metabolism
DB00165,DB01351,Pyridoxine,Amobarbital,metabolism
DB00165,DB01355,Pyridoxine,Hexobarbital,metabolism
DB00165,DB01320,Pyridoxine,Fosphenytoin,metabolism
DB00165,DB00252,Pyridoxine,Phenytoin,metabolism
DB00166,DB13142,Lipoic Acid,Calcium glubionate,absorption
DB00166,DB11126,Lipoic Acid,Calcium gluconate,absorption
DB00166,DB11093,Lipoic Acid,Calcium Citrate,absorption
DB00166,DB11348,Lipoic Acid,Calcium Phosphate,absorption
DB00166,DB13231,Lipoic Acid,Calcium lactate,absorption
DB00166,DB13800,Lipoic Acid,Calcium levulinate,absorption
DB00166,DB00258,Lipoic Acid,Calcium Acetate,absorption
DB00166,DB01164,Lipoic Acid,Calcium Chloride,absorption
DB00166,DB06724,Lipoic Acid,Calcium Carbonate,absorption
DB00166,DB00653,Lipoic Acid,Magnesium sulfate,absorption
DB00166,DB01377,Lipoic Acid,Magnesium oxide,absorption
DB00166,DB01397,Lipoic Acid,Magnesium salicylate,absorption
DB00166,DB09104,Lipoic Acid,Magnesium hydroxide,absorption
DB00166,DB01592,Lipoic Acid,Iron,absorption
DB00166,DB09146,Lipoic Acid,Iron saccharate,absorption
DB00166,DB00222,Lipoic Acid,Glimepiride,hypoglycemic activities
DB00166,DB00284,Lipoic Acid,Acarbose,hypoglycemic activities
DB00166,DB00331,Lipoic Acid,Metformin,hypoglycemic activities
DB00166,DB00412,Lipoic Acid,Rosiglitazone,hypoglycemic activities
DB00166,DB00414,Lipoic Acid,Acetohexamide,hypoglycemic activities
DB00166,DB00419,Lipoic Acid,Miglustat,hypoglycemic activities
DB00166,DB00491,Lipoic Acid,Miglitol,hypoglycemic activities
DB00166,DB00672,Lipoic Acid,Chlorpropamide,hypoglycemic activities
DB00166,DB00731,Lipoic Acid,Nateglinide,hypoglycemic activities
DB00166,DB00839,Lipoic Acid,Tolazamide,hypoglycemic activities
DB00166,DB00912,Lipoic Acid,Repaglinide,hypoglycemic activities
DB00166,DB00914,Lipoic Acid,Phenformin,hypoglycemic activities
DB00166,DB01016,Lipoic Acid,Glyburide,hypoglycemic activities
DB00166,DB01067,Lipoic Acid,Glipizide,hypoglycemic activities
DB00166,DB01120,Lipoic Acid,Gliclazide,hypoglycemic activities
DB00166,DB01124,Lipoic Acid,Tolbutamide,hypoglycemic activities
DB00166,DB01132,Lipoic Acid,Pioglitazone,hypoglycemic activities
DB00166,DB01251,Lipoic Acid,Gliquidone,hypoglycemic activities
DB00166,DB01252,Lipoic Acid,Mitiglinide,hypoglycemic activities
DB00166,DB01261,Lipoic Acid,Sitagliptin,hypoglycemic activities
DB00166,DB01278,Lipoic Acid,Pramlintide,hypoglycemic activities
DB00166,DB04876,Lipoic Acid,Vildagliptin,hypoglycemic activities
DB00166,DB04878,Lipoic Acid,Voglibose,hypoglycemic activities
DB00166,DB06203,Lipoic Acid,Alogliptin,hypoglycemic activities
DB00166,DB06335,Lipoic Acid,Saxagliptin,hypoglycemic activities
DB00166,DB08882,Lipoic Acid,Linagliptin,hypoglycemic activities
DB00166,DB08907,Lipoic Acid,Canagliflozin,hypoglycemic activities
DB00166,DB09038,Lipoic Acid,Empagliflozin,hypoglycemic activities
DB00166,DB00515,Lipoic Acid,Cisplatin,therapeutic efficacy
DB00169,DB00679,Cholecalciferol,Thioridazine,serum concentration
DB00169,DB00613,Cholecalciferol,Amodiaquine,serum concentration
DB00169,DB06723,Cholecalciferol,Aluminum hydroxide,serum concentration
DB00169,DB00364,Cholecalciferol,Sucralfate,serum concentration
DB00169,DB02703,Cholecalciferol,Fusidic Acid,serum concentration
DB00169,DB09195,Cholecalciferol,Lorpiprazole,serum concentration
DB00169,DB06410,Cholecalciferol,Doxercalciferol,risk or severity of adverse effects
DB00169,DB00910,Cholecalciferol,Paricalcitol,risk or severity of adverse effects
DB00169,DB01070,Cholecalciferol,Dihydrotachysterol,risk or severity of adverse effects
DB00169,DB02300,Cholecalciferol,Calcipotriol,risk or severity of adverse effects
DB00169,DB01436,Cholecalciferol,Alfacalcidol,risk or severity of adverse effects
DB00169,DB00872,Cholecalciferol,Conivaptan,serum concentration
DB00169,DB09039,Cholecalciferol,Eliglustat,serum concentration
DB00169,DB11642,Cholecalciferol,Pitolisant,serum concentration
DB00169,DB00264,Cholecalciferol,Metoprolol,serum concentration
DB00169,DB00675,Cholecalciferol,Tamoxifen,serum concentration
DB00169,DB11633,Cholecalciferol,Isavuconazole,serum concentration
DB00169,DB00997,Cholecalciferol,Doxorubicin,serum concentration
DB00169,DB00648,Cholecalciferol,Mitotane,serum concentration
DB00169,DB08881,Cholecalciferol,Vemurafenib,serum concentration
DB00169,DB00215,Cholecalciferol,Citalopram,serum concentration
DB00169,DB00758,Cholecalciferol,Clopidogrel,serum concentration
DB00169,DB09118,Cholecalciferol,Stiripentol,serum concentration
DB00169,DB00238,Cholecalciferol,Nevirapine,metabolism
DB00169,DB00615,Cholecalciferol,Rifabutin,metabolism
DB00169,DB01045,Cholecalciferol,Rifampicin,metabolism
DB00169,DB00564,Cholecalciferol,Carbamazepine,metabolism
DB00169,DB01320,Cholecalciferol,Fosphenytoin,metabolism
DB00169,DB00312,Cholecalciferol,Pentobarbital,metabolism
DB00169,DB01174,Cholecalciferol,Phenobarbital,metabolism
DB00169,DB00252,Cholecalciferol,Phenytoin,metabolism
DB00169,DB00794,Cholecalciferol,Primidone,metabolism
DB00169,DB01201,Cholecalciferol,Rifapentine,metabolism
DB00169,DB09280,Cholecalciferol,Lumacaftor,metabolism
DB00169,DB00220,Cholecalciferol,Nelfinavir,metabolism
DB00169,DB00224,Cholecalciferol,Indinavir,metabolism
DB00169,DB00582,Cholecalciferol,Voriconazole,metabolism
DB00169,DB00976,Cholecalciferol,Telithromycin,metabolism
DB00169,DB01026,Cholecalciferol,Ketoconazole,metabolism
DB00169,DB01072,Cholecalciferol,Atazanavir,metabolism
DB00169,DB01149,Cholecalciferol,Nefazodone,metabolism
DB00169,DB01167,Cholecalciferol,Itraconazole,metabolism
DB00169,DB01211,Cholecalciferol,Clarithromycin,metabolism
DB00169,DB01232,Cholecalciferol,Saquinavir,metabolism
DB00169,DB01264,Cholecalciferol,Darunavir,metabolism
DB00169,DB01263,Cholecalciferol,Posaconazole,metabolism
DB00169,DB01601,Cholecalciferol,Lopinavir,metabolism
DB00169,DB01118,Cholecalciferol,Amiodarone,metabolism
DB00169,DB05521,Cholecalciferol,Telaprevir,metabolism
DB00169,DB08873,Cholecalciferol,Boceprevir,metabolism
DB00169,DB09054,Cholecalciferol,Idelalisib,metabolism
DB00169,DB09065,Cholecalciferol,Cobicistat,metabolism
DB00169,DB11672,Cholecalciferol,Curcumin,metabolism
DB00169,DB00834,Cholecalciferol,Mifepristone,serum concentration
DB00169,DB01083,Cholecalciferol,Orlistat,serum concentration
DB00169,DB08899,Cholecalciferol,Enzalutamide,serum concentration
DB00169,DB06290,Cholecalciferol,Simeprevir,serum concentration
DB00169,DB01166,Cholecalciferol,Cilostazol,serum concentration
DB00169,DB11901,Cholecalciferol,Apalutamide,serum concentration
DB00169,DB00232,Cholecalciferol,Methyclothiazide,risk or severity of hyperkalemia
DB00169,DB00880,Cholecalciferol,Chlorothiazide,risk or severity of hyperkalemia
DB00169,DB00999,Cholecalciferol,Hydrochlorothiazide,risk or severity of hyperkalemia
DB00169,DB00310,Cholecalciferol,Chlorthalidone,risk or severity of hyperkalemia
DB00169,DB00436,Cholecalciferol,Bendroflumethiazide,risk or severity of hyperkalemia
DB00169,DB00524,Cholecalciferol,Metolazone,risk or severity of hyperkalemia
DB00169,DB00774,Cholecalciferol,Hydroflumethiazide,risk or severity of hyperkalemia
DB00169,DB00808,Cholecalciferol,Indapamide,risk or severity of hyperkalemia
DB00169,DB01021,Cholecalciferol,Trichlormethiazide,risk or severity of hyperkalemia
DB00169,DB01324,Cholecalciferol,Polythiazide,risk or severity of hyperkalemia
DB00169,DB01325,Cholecalciferol,Quinethazone,risk or severity of hyperkalemia
DB00169,DB13532,Cholecalciferol,Cyclopenthiazide,risk or severity of hyperkalemia
DB00169,DB00562,Cholecalciferol,Benzthiazide,risk or severity of hyperkalemia
DB00169,DB08912,Cholecalciferol,Dabrafenib,serum concentration
DB00169,DB01609,Cholecalciferol,Deferasirox,serum concentration
DB00169,DB00318,Cholecalciferol,Codeine,therapeutic efficacy
DB00169,DB06702,Cholecalciferol,Fesoterodine,serum concentration of active metabolites
DB00169,DB04861,Cholecalciferol,Nebivolol,serum concentration
DB00169,DB01182,Cholecalciferol,Propafenone,serum concentration
DB00169,DB00193,Cholecalciferol,Tramadol,therapeutic efficacy
DB00169,DB06717,Cholecalciferol,Fosaprepitant,serum concentration
DB00169,DB08820,Cholecalciferol,Ivacaftor,serum concentration
DB00169,DB08933,Cholecalciferol,Luliconazole,serum concentration
DB00169,DB09048,Cholecalciferol,Netupitant,serum concentration
DB00169,DB09073,Cholecalciferol,Palbociclib,serum concentration
DB00169,DB00470,Cholecalciferol,Dronabinol,serum concentration
DB00169,DB00559,Cholecalciferol,Bosentan,serum concentration
DB00169,DB01136,Cholecalciferol,Carvedilol,serum concentration
DB00169,DB09330,Cholecalciferol,Osimertinib,serum concentration
DB00169,DB09063,Cholecalciferol,Ceritinib,serum concentration
DB00169,DB00188,Cholecalciferol,Bortezomib,metabolism
DB00169,DB00196,Cholecalciferol,Fluconazole,metabolism
DB00169,DB00208,Cholecalciferol,Ticlopidine,metabolism
DB00169,DB00227,Cholecalciferol,Lovastatin,metabolism
DB00169,DB00243,Cholecalciferol,Ranolazine,metabolism
DB00169,DB00246,Cholecalciferol,Ziprasidone,metabolism
DB00169,DB00270,Cholecalciferol,Isradipine,metabolism
DB00169,DB00320,Cholecalciferol,Dihydroergotamine,metabolism
DB00169,DB00343,Cholecalciferol,Diltiazem,metabolism
DB00169,DB00619,Cholecalciferol,Imatinib,metabolism
DB00169,DB00705,Cholecalciferol,Delavirdine,metabolism
DB00169,DB01319,Cholecalciferol,Fosamprenavir,metabolism
DB00169,DB00199,Cholecalciferol,Erythromycin,metabolism
DB00169,DB00203,Cholecalciferol,Sildenafil,metabolism
DB00169,DB00257,Cholecalciferol,Clotrimazole,metabolism
DB00169,DB00176,Cholecalciferol,Fluvoxamine,metabolism
DB00169,DB00285,Cholecalciferol,Venlafaxine,metabolism
DB00169,DB00661,Cholecalciferol,Verapamil,metabolism
DB00169,DB04855,Cholecalciferol,Dronedarone,metabolism
DB00169,DB04868,Cholecalciferol,Nilotinib,metabolism
DB00169,DB00289,Cholecalciferol,Atomoxetine,metabolism
DB00169,DB00283,Cholecalciferol,Clemastine,metabolism
DB00169,DB00254,Cholecalciferol,Doxycycline,metabolism
DB00169,DB08865,Cholecalciferol,Crizotinib,metabolism
DB00169,DB09074,Cholecalciferol,Olaparib,metabolism
DB00169,DB06636,Cholecalciferol,Isavuconazonium,metabolism
DB00169,DB00263,Cholecalciferol,Sulfisoxazole,metabolism
DB00169,DB14033,Cholecalciferol,Acetyl sulfisoxazole,metabolism
DB00169,DB01406,Cholecalciferol,Danazol,hypercalcemic activities
DB00169,DB00182,Cholecalciferol,Amphetamine,metabolism
DB00169,DB00185,Cholecalciferol,Cevimeline,metabolism
DB00169,DB00281,Cholecalciferol,Lidocaine,metabolism
DB00169,DB00295,Cholecalciferol,Morphine,metabolism
DB00169,DB00332,Cholecalciferol,Ipratropium bromide,metabolism
DB00169,DB00370,Cholecalciferol,Mirtazapine,metabolism
DB00169,DB00373,Cholecalciferol,Timolol,metabolism
DB00169,DB00379,Cholecalciferol,Mexiletine,metabolism
DB00169,DB00433,Cholecalciferol,Prochlorperazine,metabolism
DB00169,DB00454,Cholecalciferol,Pethidine,metabolism
DB00169,DB00476,Cholecalciferol,Duloxetine,metabolism
DB00169,DB00477,Cholecalciferol,Chlorpromazine,metabolism
DB00169,DB00496,Cholecalciferol,Darifenacin,metabolism
DB00169,DB00497,Cholecalciferol,Oxycodone,metabolism
DB00169,DB00502,Cholecalciferol,Haloperidol,metabolism
DB00169,DB00503,Cholecalciferol,Ritonavir,metabolism
DB00169,DB00514,Cholecalciferol,Dextromethorphan,metabolism
DB00169,DB00521,Cholecalciferol,Carteolol,metabolism
DB00169,DB00575,Cholecalciferol,Clonidine,metabolism
DB00169,DB00612,Cholecalciferol,Bisoprolol,metabolism
DB00169,DB00623,Cholecalciferol,Fluphenazine,metabolism
DB00169,DB00656,Cholecalciferol,Trazodone,metabolism
DB00169,DB00674,Cholecalciferol,Galantamine,metabolism
DB00169,DB00699,Cholecalciferol,Nicergoline,metabolism
DB00169,DB00715,Cholecalciferol,Paroxetine,metabolism
DB00169,DB00734,Cholecalciferol,Risperidone,metabolism
DB00169,DB00757,Cholecalciferol,Dolasetron,metabolism
DB00169,DB00805,Cholecalciferol,Minaprine,metabolism
DB00169,DB00843,Cholecalciferol,Donepezil,metabolism
DB00169,DB00850,Cholecalciferol,Perphenazine,metabolism
DB00169,DB00863,Cholecalciferol,Ranitidine,metabolism
